Code,Name,Zone,Latitude,Longitude
EDP1,EDP,PRT1,41.14544015,-8.579623198
EDP2,EDP,PRT1,41.14554787,-8.57970731
EDRG1,ESTÁDIO DO DRAGÃO,PRT1,41.16030775,-8.583763192
EDRG2,ESTÁDIO DO DRAGÃO,PRT1,41.16150391,-8.581817483
EDRG3,ESTÁDIO DO DRAGÃO,PRT1,41.15858881,-8.583548854
EDRG4,ESTÁDIO DO DRAGÃO,PRT1,41.15857752,-8.583834823
EFRD1,ENG. FERREIRA DIAS,PRT2,41.17090394,-8.644534109
EFRD2,ENG. FERREIRA DIAS,PRT2,41.17108795,-8.644510896
EIP1,ESCOLA IRMÃOS PASSOS,MTS1,41.19780422,-8.660702702
EIR3,EIRINHAS,PRT1,41.15222949,-8.59219406
ELV1,ESTAMPARIA LAVADORES,VNG5,41.13155927,-8.665486132
ELV2,ESTAMPARIA LAVADORES,VNG5,41.13157042,-8.665021781
ELVG1,ELEVADOR GUINDAIS,PRT1,41.14114709,-8.610501709
ELVG2,ELEVADOR GUINDAIS,PRT1,41.14129966,-8.610621924
EMDN1,EMÍDIO NAVARRO,VLG1,41.19378294,-8.492504189
EMDN2,EMÍDIO NAVARRO,VLG1,41.19362505,-8.492550764
EMZ1,EGAS MONIZ,VNG2,41.10787221,-8.593986607
EMZ2,EGAS MONIZ,VNG2,41.10800736,-8.593963746
ENCO1,ENCOSTA DA ARRÁBIDA,PRT2,41.14829153,-8.64410625
ENCO2,ENCOSTA DA ARRÁBIDA,PRT2,41.14835637,-8.645453264
ENCO3,ENCOSTA DA ARRÁBIDA,PRT2,41.14839451,-8.644882804
ENCO4,ENCOSTA DA ARRÁBIDA,PRT2,41.14833028,-8.645202631
ENV,ESTRADA NOVA,MAI4,41.18138483,-8.567783278
ENV2,ESTRADA NOVA,MAI4,41.18141107,-8.567986054
ENX1,ENXURREIRAS,PRT3,41.17955058,-8.588042689
ENX2,ENXURREIRAS,PRT3,41.17986835,-8.588496841
ENX3,ENXURREIRAS,MAI4,41.18046865,-8.588515871
ENXN3,ENXINHÃES,MAI1,41.22233049,-8.598822068
ENXN4,ENXINHÃES,MAI1,41.2221948,-8.59897613
EPC1,EST PRISIONAL DE CUSTOIAS,MAI1,41.20654946,-8.636539427
EQ3,ENTRE QUINTAS,PRT1,41.14521044,-8.627765336
EQ4,ENTRE QUINTAS,PRT1,41.14530724,-8.627891936
EQ5,EÇA DE QUEIROS,PRT3,41.16902287,-8.567617933
EQ6,EÇA DE QUEIROS,PRT3,41.16941777,-8.565571064
EQRS1,EÇA QUEIRÓS,VCD8,41.24936041,-8.665629988
EQRS2,EÇA QUEIRÓS,VCD8,41.24967465,-8.665645165
ERM2,ERMESINDE (ESTAÇÃO),MAI4,41.21672432,-8.553625295
ERM3,ERMESINDE (ESTAÇÃO),MAI4,41.21659835,-8.553600638
ERM4,ERMESINDE (FORUM),MAI4,41.21584323,-8.552751805
ERMD1,ERMIDA,MAI4,41.22220901,-8.540793246
ERMD2,ERMIDA,MAI4,41.22231794,-8.540543495
ERMI1,ERMESINDE (IGREJA),MAI4,41.21947169,-8.553309051
ERMI2,ERMESINDE (IGREJA),MAI4,41.21880733,-8.552780106
ESAS1,ESC.SEC.ABEL SALAZAR,MAI1,41.1975853,-8.605246306
ESAS2,ESC.SEC.ABEL SALAZAR,MAI1,41.19700184,-8.605532138
ESBN1,ESC. SEC. BOA NOVA,MTS2,41.19312185,-8.700766133
ESBN2,ESC. SEC. BOA NOVA,MTS2,41.19325421,-8.70038481
ESCL,ESCOLAS,PRT3,41.16421343,-8.570326448
ESCL2,ESCOLAS,PRT3,41.16416795,-8.570445292
ESCN1,ESCOLA NORMAL,PRT1,41.15538758,-8.602730738
ESCN2,ESCOLA NORMAL,PRT1,41.15554167,-8.602481666
ESED1,ESC. SUP. EDUCAÇÃO,PRT3,41.18086252,-8.59770511
ESED2,ESC. SUP. EDUCAÇÃO,PRT3,41.18140332,-8.597565929
ESGZ1,E. SEC. G. ZARCO,MTS1,41.17939907,-8.676778622
ESGZ2,E. SEC. G. ZARCO,MTS1,41.17914888,-8.676371359
ESP1,ESPOSADE,MAI1,41.21325252,-8.649814144
ESP2,ESPOSADE,MAI1,41.2131706,-8.649948967
ESPH1,ESPINHEIRO,VNG5,41.12948312,-8.643867168
ESPH2,ESPINHEIRO,VNG5,41.12896163,-8.643062899
ESPL1,ESCARPA SERRA  PILAR,VNG1,41.13767802,-8.601360111
ESPL2,ESCARPA SERRA PILAR,VNG1,41.13762198,-8.601110344
ESR1,ESC.SOARES DOS REIS,PRT1,41.15794165,-8.593553144
ESR2,ESC.SOARES DOS REIS,PRT1,41.15739716,-8.594071429
ESRT1,ESC.SEC.de RIO TINTO,MAI4,41.17540531,-8.549023638
ESS1,ESCOLA SUPERIOR SAÚDE,PRT3,41.17805595,-8.60587232
ESTR1,RUA DA ESTRADA,VCD8,41.23254247,-8.660771858
ESTR2,RUA DA ESTRADA,VCD8,41.2324262,-8.660771322
ESTV1,ESTIVADA,GDM1,41.15947873,-8.525206831
ESTV2,ESTIVADA,GDM1,41.16006248,-8.525466709
ETRP2,EDIF. TRANSPARENTE,PRT2,41.17181944,-8.6877143
EXP1,EXPONOR,MTS2,41.19787107,-8.691464231
EXP2,EXPONOR,MTS2,41.19788358,-8.691603175
EZC1,EZEQUIEL CAMPOS,PRT2,41.17447551,-8.653771226
EZC2,EZEQUIEL CAMPOS,PRT2,41.17442896,-8.65397664
EZC3,EZEQUIEL CAMPOS,MAI1,41.21065283,-8.628820959
EZC4,EZEQUIEL CAMPOS,MAI1,41.21052703,-8.628760392
FALC,FALCÃO,PRT3,41.1602871,-8.57517309
FAP1,FREI ÁLVARO PINTO,MAI1,41.19874125,-8.633465723
FAP2,FREI ÁLVARO PINTO,MAI1,41.19867182,-8.633625665
FARM1,FORÇAS ARMADAS,MAI4,41.19031449,-8.568402709
FARM2,FORÇAS ARMADAS,MAI4,41.1901879,-8.5685449
FBC1,FÁBRICA DO COBRE,PRT3,41.16930833,-8.570694046
FBC2,FÁBRICA DO COBRE,PRT3,41.17052209,-8.568795614
FCA,FACULDADE ARQUITETURA,PRT1,41.15031016,-8.63762578
FCAS1,FERREIRA DE CASTRO,VNG1,41.10987317,-8.61111978
FCAS2,FERREIRA DE CASTRO,VNG1,41.10977413,-8.61111906
FCH1,FUNCHAL,PRT2,41.16323374,-8.683449599
FCH2,FUNCHAL,PRT2,41.16210316,-8.683984065
FCR1,FERREIRA DA CRUZ,MAI1,41.23761823,-8.624981549
FCR2,FERREIRA DA CRUZ,MAI1,41.23762647,-8.625160531
FCUP1,FACULDADE DE CIÊNCIAS,PRT1,41.15384437,-8.641293873
FCUP2,FACULDADE DE CIÊNCIAS,PRT1,41.15364185,-8.640988043
FEL1,FELICIANA,MAI1,41.1863587,-8.59671258
FEL2,FELICIANA,MAI1,41.18651983,-8.596862739
FEP1,FACULDADE DE ECONOMIA,PRT3,41.17553098,-8.600205599
FEP2,FACULDADE DE ECONOMIA,PRT3,41.17624945,-8.599983973
FEUP1,FACULDADE DE ENGENHARIA,PRT3,41.17883946,-8.598663762
FEUP2,FACULDADE DE ENGENHARIA,PRT3,41.17910277,-8.598681783
FG1,FARIA GUIMARÃES,PRT1,41.16235245,-8.607492924
FG2,FARIA GUIMARÃES,PRT1,41.16123554,-8.608531334
FG3,FARIA GUIMARÃES,PRT1,41.1643484,-8.606690971
FGT1,FOGUETEIROS (SUL),MAI1,41.18580446,-8.631814841
FGT2,FOGUETEIROS (SUL),MAI1,41.18693134,-8.632244264
FGTR1,FOGUETEIROS,MAI1,41.19162257,-8.637800074
FGTR2,FOGUETEIROS,MAI1,41.19161013,-8.638192749
FIG,FIGUEIROA,PRT1,41.15598368,-8.616810767
FLO1,FLORES,MAI1,41.21695468,-8.599487468
FLO2,FLORES,MAI1,41.21668875,-8.599704974
FLO3,FLORES,MAI1,41.21741455,-8.598763258
FLO4,FLORES,MAI1,41.21721957,-8.598795975
FLOS1,FLORES,MAI1,41.18832995,-8.612299244
FLOS2,FLORES,MAI1,41.18777409,-8.612610556
FLU1,FLUVIAL,PRT2,41.14890917,-8.652853076
FLU2,FLUVIAL,PRT2,41.14859981,-8.653652539
FLU3,FLUVIAL,PRT2,41.14844367,-8.653822531
FLU4,FLUVIAL,PRT2,41.14882218,-8.653396077
FLU6,FLUVIAL,PRT2,41.14853306,-8.653664102
FLUN1,FLUVIAL (NORTE),PRT2,41.15216305,-8.655146362
FLUN2,FLUVIAL (NORTE),PRT2,41.15214759,-8.654586354
FLUN3,FLUVIAL (NORTE),PRT2,41.15305865,-8.655064419
FMAG,FERNÃO MAGALHÃES,PRT3,41.16873541,-8.586380452
FMAI,FRANCISCO MAIA,MTS2,41.20446481,-8.692091584
FMAI2,FRANCISCO MAIA,MTS2,41.2043843,-8.6919836
FMGC1,FORMIGA CEMITÉRIO,MAI4,41.2097398,-8.542131403
FMGC2,FORMIGA CEMITÉRIO,MAI4,41.20958025,-8.542240743
FMGO1,FORMIGUEIRO,MAI4,41.20488753,-8.587012505
FMGO2,FORMIGUEIRO,MAI4,41.20490934,-8.587181521
FMGO3,FORMIGUEIRO,MAI4,41.20524446,-8.586683116
FMGO4,FORMIGUEIRO,MAI4,41.20537651,-8.586600271
FMPT,FERNÃO MENDES PINTO,VNG1,41.11448613,-8.610438985
FND1,FUNDIÇÃO,MAI4,41.20902575,-8.529563603
FND2,FUNDIÇÃO,MAI4,41.20902059,-8.529735834
FNT1,FONTE,VLG2,41.2383024,-8.532174072
FNT2,FONTE,VLG2,41.23871848,-8.531627914
FNTE1,FONTE,MAI4,41.22028246,-8.545549395
FNTE2,FONTE,MAI4,41.22030066,-8.545694397
FNTL1,FONTE LUMINOSA,MTS1,41.17903512,-8.682245082
FNZ1,FÂNZERES (METRO),GDM1,41.16848789,-8.544146588
FNZ2,FÂNZERES (METRO),GDM1,41.1686199,-8.54405578
FNZ3,FÂNZERES (METRO),GDM1,41.16872603,-8.542936605
FOCO1,FOCO,PRT1,41.16114797,-8.647414087
FOCO2,FOCO,PRT1,41.16122197,-8.647908012
FOCO3,FOCO,PRT1,41.16100954,-8.647888239
FOR1,FÓRUM,MAI1,41.23391341,-8.623856398
FOR2,FÓRUM,MAI1,41.23381325,-8.624118047
FRA1,FEIRA,VCD8,41.24236852,-8.666195585
FRA2,FEIRA,VCD8,41.24245323,-8.666025096
FRB,FRANCOS (BOMBEIROS),PRT2,41.1704964,-8.642875949
FRC,FRANCELOS,VNG4,41.08093723,-8.652253428
FRCL1,FRANCELOS-PRAIA,VNG4,41.08061432,-8.655672249
FRCL2,FRANCELOS-PRAIA,VNG4,41.08069549,-8.65550781
FRN1,FORNO,MAI4,41.19437576,-8.577817207
FRN2,FORNO,MAI4,41.19468224,-8.577736076
FRNS1,FORNOS,PRT1,41.14030223,-8.591148427
FRNS2,FORNOS,PRT1,41.14018844,-8.591122136
FRR1,FERRARIA,GDM1,41.17645562,-8.544105544
FRR2,FERRARIA,GDM1,41.1767691,-8.543935761
FRRS1,FARRAPAS,MTS2,41.22245676,-8.678570744
FRRS2,FARRAPAS,MTS2,41.22233844,-8.678662678
FRS,R.FRANCISCO SANCHES,PRT1,41.16477122,-8.629722003
FRX2,FREIXO,PRT3,41.14657347,-8.579395249
FRX3,FREIXO,PRT3,41.14623808,-8.578187345
FRX4,FREIXO,PRT3,41.14655045,-8.579574766
FRXI3,FREIXIEIRO (E.N.107),MTS2,41.22618383,-8.680843002
FRXI5,FREIXIEIRO,MTS2,41.2254013,-8.681774808
FRXI9,FREIXIEIRO,MTS2,41.22599092,-8.681291011
FS1,FLOR DA SERRA,VLG1,41.19636512,-8.520677458
FS2,FLOR DA SERRA,VLG1,41.1966346,-8.520869782
FSCA1,FRESCA,MTS2,41.18751713,-8.699469285
FSCA2,FRESCA,MTS2,41.18737755,-8.699301911
FSTO1,FERR. DOS SANTOS,PRT3,41.15972923,-8.577409135
FTAV1,FERNANDO TÁVORA,MTS2,41.21116441,-8.683155784
FTAV2,FERNANDO TÁVORA,MTS2,41.21107725,-8.683439102
FTC1,FONTE DE CONTUMIL,PRT3,41.16832678,-8.582704788
FTC2,FONTE DE CONTUMIL,PRT3,41.16842599,-8.582559489
FTCC5,FONTE DO CUCO,MTS1,41.19437117,-8.661680773
FTCC6,FONTE DO CUCO,MTS1,41.19443387,-8.6617528
FTM1,FONTE DA MOURA,PRT2,41.16452728,-8.662134845
FTM2,FONTE DA MOURA,PRT2,41.16421877,-8.662573582
FTM4,FONTE DA MOURA,PRT2,41.16380496,-8.663321786
FTM5,FONTE DA MOURA,PRT2,41.16360764,-8.663664174
FTMR1,FONTE MOURISCA,VLG1,41.19250736,-8.490326859
FTMR2,FONTE MOURISCA,VLG1,41.19235966,-8.49033494
FTN2,FONTE NOVA,VNG1,41.13801198,-8.621614688
FTNH1,FONTINHA,PRT1,41.15613664,-8.604511164
FTNH2,FONTINHA,PRT1,41.1555898,-8.604674662
FTS1,FONTES,VNG5,41.13209381,-8.656928013
FTS2,FONTES,VNG5,41.13190235,-8.657450474
FTSR1,FONTE DA SENHORA,VLG1,41.19099491,-8.511014707
FTSR2,FONTE DA SENHORA,VLG1,41.19182912,-8.510226384
FTSR4,FONTE DA SENHORA,VLG1,41.1911389,-8.511039377
FTV1,FONTE VILA,MTS2,41.1887262,-8.697681693
FTV2,FONTE VILA,MTS2,41.18855588,-8.697530802
FVLH1,FONTE VELHA,PRT1,41.15777313,-8.584901394
FVLH2,FONTE VELHA,PRT1,41.15763462,-8.586781458
FZIN1,FRANCOS Z. INDUSTR,PRT2,41.16957762,-8.644794278
GA1,GUEDES AMORIM,VNG1,41.12593873,-8.619191004
GAN1,GANDRA,MAI4,41.21568618,-8.559380128
GAN2,GANDRA,MAI4,41.21544118,-8.55974597
GATS1,GATÕES,MTS1,41.21102089,-8.665296619
GATS2,GATÕES,MTS1,41.21087794,-8.665056996
GAZ1,GOMES AZURARA,VNG1,41.11339096,-8.611800161
GAZ2,GOMES AZURARA,VNG1,41.11358401,-8.610849127
GC11,GOMES COSTA 1,PRT2,41.16165606,-8.657032939
GC12,GOMES COSTA 1,PRT2,41.1619038,-8.655892619
GCR,GASPAR CORTE REAL,VLG1,41.1948473,-8.510048347
GCR1,GASPAR CORTE REAL,VLG1,41.19416761,-8.510019801
GCRT,GONÇALO CRISTÓVÃO,PRT1,41.15243993,-8.60573543
GCRT1,GONÇALO CRISTÓVÃO,PRT1,41.1542159,-8.609572242
GCRT2,GONÇALO CRISTÓVÃO,PRT1,41.15444797,-8.610062355
GCRT3,GONÇALO CRISTÓVÃO,PRT1,41.15505187,-8.609911874
GCZ6,E. SEC. G. ZARCO,MTS1,41.17740661,-8.677322211
GDM1,GODIM,PRT1,41.15302432,-8.591393373
GDM11,GODIM,MAI2,41.24152675,-8.637675228
GDM12,GODIM,MAI2,41.24140819,-8.637488728
GDR1,GANDARA,VNG4,41.11610105,-8.63444261
GDR2,GANDARA,VNG4,41.11623051,-8.634283062
GENT,GENERAL TORRES,VNG1,41.13352052,-8.608350275
GENT2,GENERAL TORRES,VNG1,41.13385667,-8.607626249
GENT3,GENERAL TORRES,VNG1,41.13413687,-8.60736627
GENT4,GENERAL TORRES,VNG1,41.13372441,-8.609125845
GENT5,GENERAL TORRES,VNG1,41.13384175,-8.60905524
GEST,GESTALINHO,MAI3,41.24627265,-8.609645554
GFR1,GODINHO FARIA,MAI1,41.19302603,-8.612031642
GFR2,GODINHO FARIA,MAI1,41.19303677,-8.612846206
GGC1,GAGO COUTINHO,MAI4,41.20552395,-8.588866805
GGC2,GAGO COUTINHO,MAI4,41.20549422,-8.589334453
GGF,GUIL. G. FERNANDES,PRT1,41.14759063,-8.614725094
GGF1,GUILHERME GOMES FERNANDES,PRT1,41.14770284,-8.614635077
GGT1,GÓLGOTA,PRT1,41.15264588,-8.633648041
GGT2,GÓLGOTA,PRT1,41.15248199,-8.63406373
GGT3,GÓLGOTA,PRT1,41.15200308,-8.634453186
GIT1,GIESTA,MAI4,41.19105273,-8.580148349
GIT2,GIESTA,MAI4,41.19074831,-8.580413721
GJ1,GOMES JÚNIOR,VNG4,41.1097303,-8.634095003
GJ2,GOMES JÚNIOR,VNG4,41.10960315,-8.634344034
GLV1,GIL VICENTE,MAI4,41.19244446,-8.581147183
GLV2,GIL VICENTE,MAI4,41.19271987,-8.58095421
GND1,GUINDAIS,PRT1,41.14175963,-8.605856162
GND2,GUINDAIS,PRT1,41.14162323,-8.605903254
GNDV1,GONDIVINHO,MAI1,41.21139975,-8.649347498
GNDV2,GONDIVINHO,MAI1,41.21112082,-8.64948399
GNOR1,GONDIVAI (NORTE),MAI1,41.21412959,-8.634761426
GNOR2,GONDIVAI (NORTE),MAI1,41.21379604,-8.634854261
GNR1,GNR,VNG1,41.13531769,-8.612045484
GNR2,GNR,VNG1,41.13565966,-8.611459704
GOA1,GOA,MTS1,41.18434448,-8.682584012
GOA2,GOA,MTS1,41.18495373,-8.680745817
GODC1,GONDOMAR (CÂMARA),GDM1,41.14363315,-8.535663807
GODH4,GODINHO,MTS1,41.18284664,-8.687886557
GODH5,GODINHO,MTS1,41.18188286,-8.692149349
GODH6,GODINHO,MTS1,41.18174509,-8.692215196
GODS,GONDOMAR (SOUTO),GDM1,41.13640792,-8.530922824
GONS1,GONÇALO SAMPAIO,PRT1,41.15420323,-8.631658559
GONS2,GONÇALO SAMPAIO,PRT1,41.15410465,-8.631550595
GRC1,GRACIOSA,PRT1,41.16294757,-8.627500551
GRJ,GUERRA JUNQUEIRO,PRT1,41.15586563,-8.637268412
GSHP1,GAIASHOPPING,VNG1,41.11833549,-8.622194701
GSHP2,GAIASHOPPING,VNG1,41.11882175,-8.622186413
GSUL1,GONDIVAI (SUL),MAI1,41.20808644,-8.633034067
GSUL2,GONDIVAI (SUL),MAI1,41.20805003,-8.633181824
GTN1,GATANHAL,MTS2,41.21434063,-8.679237284
GTN2,GATANHAL,MTS2,41.21489,-8.679427666
GU1,GUARDA,MAI2,41.24531217,-8.638692611
GU2,GUARDA,MAI2,41.24615615,-8.638991343
GUAR2,GUARDA,MTS2,41.22420085,-8.706844887
GUD1,GUARDEIRAS,VCD8,41.2540366,-8.655627284
GUD2,GUARDEIRAS,VCD8,41.25435863,-8.65447828
GUFE1,GUEIFÃES (ESC.EB2/3),MAI1,41.21451278,-8.600055843
GUFE2,GUEIFÃES (ESC.EB2/3),MAI1,41.21431959,-8.60038673
GUFS1,GUEIFÃES,MAI1,41.21819071,-8.602739619
GUFS2,GUEIFÃES,MAI1,41.21795663,-8.602898514
GUIF1,GUIFÕES,MTS1,41.20005256,-8.665612877
GUIF2,GUIFÕES,MTS1,41.19944025,-8.665619824
HB1,HENRIQUE BARROS,MAI1,41.22350021,-8.608074492
HB2,HENRIQUE BARROS,MAI1,41.22375852,-8.608491848
HER1,HEROISMO,PRT1,41.1465456,-8.592253903
HER2,HEROISMO,PRT1,41.14653715,-8.592919645
HG3,HOSP. GAIA,VNG1,41.12931239,-8.608795338
HGAI1,HOSP. GAIA,VNG1,41.12837602,-8.609110907
HIP1,HIPERMERCADO,MAI3,41.24763407,-8.617815453
HIP2,HIPERMERCADO,MAI3,41.24757034,-8.617981998
HIPD,HIPÓDROMO,MTS2,41.1975233,-8.683465873
HMBC1,HUMBERTO CRUZ,MTS2,41.19868044,-8.699402286
HMBC2,HUMBERTO CRUZ,MTS2,41.19879462,-8.69943916
HMCH1,HENRIQUE MACHADO,GDM1,41.17172273,-8.55351652
HMCH2,HENRIQUE MACHADO,GDM1,41.17187922,-8.553374617
HMGL2,HOSP.MAGALHÃES LEMOS,PRT2,41.17735537,-8.663526542
HMGL5,HOSP.MAGALHÃES LEMOS,PRT2,41.17735504,-8.663712014
HML1,HOSPITAL MILITAR,PRT1,41.15720303,-8.624172218
HML2,HOSPITAL MILITAR,PRT1,41.15683391,-8.625018991
HMLM2,HOMEM DO LEME,PRT2,41.16240372,-8.685519097
HMLM3,HOMEM DO LEME,PRT2,41.16343594,-8.685839015
HMT1,HOSPITAL MATOSINHOS,MTS1,41.18592421,-8.679264099
HMT2,HOSPITAL MATOSINHOS,MTS1,41.18579023,-8.67903653
HPRL1,HOSP. PRELADA,PRT1,41.16934754,-8.625517936
HPRL2,HOSP. PRELADA,PRT1,41.17012582,-8.625853988
HPRL3,HOSPITAL DA PRELADA,PRT1,41.17001317,-8.629066926
HPRL4,HOSPITAL DA PRELADA,PRT1,41.16993435,-8.629156649
HRC1,HENRIQUE CERNACHE,VNG1,41.12338574,-8.622446617
HRC2,HENRIQUE CERNACHE,VNG1,41.12330506,-8.622362666
HSA,HOSP.STO. ANTÓNIO,PRT1,41.14651516,-8.620296583
HSA1,HOSP. STO. ANTÓNIO,PRT1,41.14681579,-8.620351856
HSA3,HOSP. STO. ANTÓNIO,PRT1,41.14802413,-8.61991387
HSA5,HOSP. ST. ANTÓNIO,PRT1,41.14779355,-8.622404305
HSA6,HOSP. STO. ANTÓNIO,PRT1,41.14592901,-8.620481298
HSJ10,HOSP. S. JOÃO (CIRCUNVALAÇÃO),PRT3,41.1831144,-8.599711386
HSJ11,HOSP. S. JOÃO (CIRCUNVALAÇÃO),PRT3,41.18321599,-8.600095847
HSJ12,HOSP. S. JOÃO (CIRCUNVALAÇÃO),PRT3,41.18332779,-8.600504312
HSJ3,HOSP. S. JOÃO (METRO),PRT3,41.18331025,-8.602033022
HSJ5,HOSP. S. JOÃO (URGÊNCIA),PRT3,41.18303728,-8.600962235
HSJ6,HOSP. S. JOÃO (URGÊNCIA),PRT3,41.18297566,-8.600703793
HSJ7,HOSP. S. JOÃO (URGÊNCIA),PRT3,41.18290764,-8.600464409
HSJ8,HOSP. S. JOÃO (CIRCUNVALAÇÃO),PRT3,41.18294779,-8.600055262
HSJ9,HOSP. S. JOÃO (CIRCUNVALAÇÃO),PRT3,41.18286637,-8.599743517
HSM,HOSP. S.TA MARIA,PRT1,41.16015688,-8.609984705
HSM1,HOSP. S.TA MARIA,PRT1,41.1593813,-8.608108606
HSM2,HOSP. STA. MARIA,PRT1,41.16019344,-8.609853918
HSM3,HOSP. S.TA MARIA,PRT1,41.16041719,-8.611501696
HSM4,HOSP. S.TA MARIA,PRT1,41.15999634,-8.611782536
HSPH1,HOSP. P. HISPANO,MTS1,41.18087075,-8.663577451
HSPH2,HOSP. P. HISPANO,MTS1,41.18067813,-8.663681473
HSS1,HOSP. SANTOS SILVA,VNG2,41.10536329,-8.590921591
HSS2,HOSP. SANTOS SILVA,VNG2,41.10595672,-8.5914357
HUMB1,HUMBERTO DELGADO,MAI4,41.18702931,-8.584399758
HUMB2,HUMBERTO DELGADO,MAI4,41.18714589,-8.584519749
IANT3,IGREJA DAS ANTAS,PRT1,41.16365852,-8.588833887
IANT4,IGREJA DAS ANTAS,PRT1,41.16413515,-8.58856784
IB2,ILHA BRAVA,PRT3,41.18163837,-8.609402898
IB3,ILHA BRAVA,PRT3,41.18180829,-8.609264088
ICAM1,IGREJA CAMPANHÃ,PRT3,41.15488864,-8.574136032
ICAM2,IGREJA DE CAMPANHÃ,PRT3,41.15552745,-8.574181888
ICDF1,IGREJA CEDOFEITA,PRT1,41.15588037,-8.622220304
ICPU1,IGREJA CAPUCHINHOS,GDM1,41.14596437,-8.532033118
ICPU2,IGREJA CAPUCHINHOS,GDM1,41.14652418,-8.531742069
IDM1,INFANTA D. MAFALDA,MTS2,41.21340974,-8.683117821
IDM2,INFANTA D. MAFALDA,MTS2,41.21345119,-8.683421166
IFOZ1,IGREJA DA FOZ,PRT2,41.14842572,-8.66936918
IFOZ2,IGREJA DA FOZ,PRT2,41.148374,-8.669559795
IGAL1,IGREJA DE ALDOAR,PRT2,41.17013865,-8.666370086
IGAL2,IGREJA DE  ALDOAR,PRT2,41.17044906,-8.666170557
IGMI1,IGREJA (MILHEIROS),MAI4,41.21463735,-8.58852481
IGMI2,IGREJA (MILHEIROS),MAI4,41.21484872,-8.587882445
IGRA1,IGREJA DE ALFENA,VLG2,41.23669472,-8.525782877
IGRA2,IGREJA DE ALFENA,VLG2,41.23671562,-8.525935559
IGRL1,IGREJA DE LEÇA,MTS2,41.19339769,-8.69883566
IGRL2,IGREJA DE LEÇA,MTS2,41.19316681,-8.697372744
IGRM1,IGREJA DE MASSARELOS,PRT1,41.14639049,-8.630199167
IGRM2,IGREJA DE MASSARELOS,PRT1,41.14647578,-8.630463651
IGRT1,IGREJA RIO TINTO 1,MAI4,41.17871444,-8.558947685
IGRT2,IGREJA RIO TINTO,MAI4,41.17738965,-8.559879619
IGRT3,IGREJA RIO TINTO,MAI4,41.17694162,-8.558735533
IKEA1,MAR SHOPPING - IKEA,MTS2,41.20935779,-8.689450682
IKEA2,MAR SHOPPING - IKEA,MTS2,41.20950041,-8.689749964
ILH2,ILHÉU,PRT3,41.16348679,-8.572380675
IMAI1,IGREJA DA MAIA,MAI1,41.23052227,-8.620956645
IMAI2,IGREJA DA MAIA,MAI1,41.2295635,-8.620796859
IMTT1,IMTT,PRT2,41.17851192,-8.648842034
IMTT2,IMTT,PRT2,41.17856294,-8.649171355
INF1,INFANTE,PRT1,41.14066938,-8.615876577
INFH1,INFANTE D. HENRIQUE,VNG1,41.11955334,-8.615262231
INFH2,INFANTE D.HENRIQUE,VNG1,41.12040651,-8.615320073
INFS1,INFANTE SANTO,GDM1,41.16766032,-8.549623963
INFS2,INFANTE SANTO,GDM1,41.16740887,-8.548769234
INSA1,IGREJA N.SRA DA AJUDA,PRT2,41.15320027,-8.659385553
INSA2,IGREJA N.SRA DA AJUDA,PRT2,41.15349411,-8.659021308
IPO2,INST. ONCOLOGIA,PRT3,41.18335032,-8.603681802
IPO4,IPO (CIRCUNVAL.),PRT3,41.18394188,-8.60434155
IPO5,IPO (CIRCUNVAL.),PRT3,41.18453089,-8.605621046
IPRN1,IGREJA DE PARANHOS,PRT3,41.17406568,-8.605831825
IPRN2,IGREJA DE PARANHOS,PRT3,41.1734452,-8.605790776
IRM1,IGREJA DE RAMALDE,PRT2,41.16829224,-8.648706654
IRM2,IGREJA DE RAMALDE,PRT2,41.16833556,-8.648820946
ISCP1,ISCAP,MAI1,41.18904404,-8.598986945
ISCP2,ISCAP,MAI1,41.1889169,-8.59896481
ISEP1,I.S.E.P.,PRT3,41.1785893,-8.60914184
ISEP2,I.S.E.P.,PRT3,41.17832293,-8.609272081
ISEP3,ISEP/AGRA,PRT3,41.17644477,-8.607922325
ISEP4,ISEP/AGRA,PRT3,41.17652439,-8.608105558
ISG1,INFANTE SAGRES,VNG4,41.08394666,-8.65546394
ISG2,INFANTE SAGRES,VNG4,41.08376473,-8.655286454
ISNT1,INFANTE SANTO,VNG4,41.08866435,-8.65352817
ISNT2,INFANTE SANTO,VNG4,41.08864212,-8.653378027
ISRH4,IGREJA SENHORA DA HORA,PRT2,41.18349526,-8.653584123
ISS1,ISOLINO SOUSA,VNG4,41.10772006,-8.638734319
ISS2,ISOLINO SOUSA,VNG4,41.10767667,-8.638364949
IVLG1,IGREJA DE VALONGO,VLG1,41.1895613,-8.503330426
JA1,JARDINS DA ARRÁBIDA,VNG1,41.13902379,-8.639558813
JA2,JARDINS DA ARRÁBIDA,VNG1,41.1390565,-8.638900318
JAE1,J.A.E.,PRT1,41.14381362,-8.581964907
JAE2,J.A.E.,PRT1,41.14371238,-8.581987553
JAS1,JOAQUIM ALVES DA SILVA (SUL),MTS2,41.21640146,-8.692152036
JAS2,JOAQUIM ALVES DA SILVA (SUL),MTS2,41.21633047,-8.692419364
JAZ1,JERÓNIMO AZEVEDO,PRT2,41.17951988,-8.648606447
JAZ2,JERÓNIMO AZEVEDO,PRT2,41.1808056,-8.645642
JB1,JARDIM BOTÂNICO,PRT1,41.15455345,-8.644169765
